index,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,hours,GoodForKids,BusinessAcceptsCreditCards,WheelchairAccessible,RestaurantsReservations,RestaurantsPriceRange2,OutdoorSeating,RestaurantsDelivery,Alcohol,HasTV,Caters,RestaurantsGoodForGroups,NoiseLevel,RestaurantsAttire,BikeParking,WiFi,RestaurantsTakeOut,BusinessAcceptsBitcoin,HappyHour,RestaurantsTableService,ByAppointmentOnly,BestNights,Music,GoodForDancing,DogsAllowed,CoatCheck,Smoking,DriveThru,AcceptsInsurance,Corkage,BYOB,BYOBCorkage,DietaryRestrictions,RestaurantsCounterService,Open24Hours,HairSpecializesIn,garage,street,validated,lot,valet,dessert,latenight,lunch,dinner,brunch,breakfast,touristy,hipster,romantic,divey,intimate,trendy,upscale,classy,casual
22979,PUuHnOMtsnFZCeTwQ2AbcQ,Steak ’n Shake,4320 W Main,Belleville,IL,62226,38.5387109,-90.021737963,1.0,38,0,"American (New), Restaurants, Burgers, American (Traditional), Food, Diners, Breakfast & Brunch, Juice Bars & Smoothies, Fast Food","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",True,True,,True,1,False,None,u'none',False,False,True,u'average',u'casual',False,u'free',True,,,,,,,,,,,True,,,,,,,,,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
23071,LOx9-P8SXr9h-L14aFEfaA,Meineke Car Care Center,2248 Madison Ave,Granite City,IL,62040,38.703643,-90.14091,3.5,5,1,"Oil Change Stations, Automotive, Auto Repair, Tires","{'Monday': '0:0-0:0', 'Tuesday': '7:30-18:0', 'Wednesday': '7:30-18:0', 'Thursday': '7:30-18:0', 'Friday': '7:30-18:0', 'Saturday': '7:30-18:0'}",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23072,z6-UhljI4jqBMyMrCUoz0Q,Starbucks,6105 Center Grove Rd,Edwardsville,IL,62025,38.78772491,-89.97810266,3.5,14,1,"Coffee & Tea, Food","{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-21:0', 'Saturday': '5:30-21:0', 'Sunday': '5:30-21:0'}",,True,,,,,,,,,,,,,u'free',,,,,,,,,,,,True,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
23143,OzOZLMWKF4h9bVq4ZrpIvA,Sleep Inn,140 Venita Drive,O Fallon,IL,62269,38.593634,-89.937904,3.0,25,1,"Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",,True,,,2,,,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23227,YzSobdowz0Iz0IheO1A0Dg,Edwardsville Public Library,112 S Kansas St,Edwardsville,IL,62025,38.8111351,-89.9538547,4.5,5,1,"Libraries, Festivals, Arts & Entertainment, Local Flavor, Public Services & Government","{'Monday': '0:0-0:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-18:0', 'Saturday': '9:0-17:0', 'Sunday': '13:0-17:0'}",True,,,,,,,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23261,A3NaVu06Zbez5ebyJ6TKCg,Elegant Brides,6 Club Centre Ct,Edwardsville,IL,62025,38.7793042,-89.9818138,4.5,9,1,"Fashion, Shopping, Bridal, Formal Wear","{'Monday': '0:0-0:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-16:0', 'Saturday': '9:0-16:0'}",,True,True,,3,,,,,,,,,True,,,False,,,False,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
23428,Qo3q65AoWU0bZLrrcj1Hdg,Jack in the Box,31 Junction Dr,Glen Carbon,IL,62034,38.7764546145,-89.9552205205,2.5,11,1,"Fast Food, Tacos, Restaurants, Breakfast & Brunch, Burgers, Mexican","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",True,True,,False,1,False,True,,,False,True,,'casual',,,False,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23457,IC4_eqxeqLqN0P_6Zqa6rA,Plan Shop Live,2719 N Center St,Maryville,IL,62062,38.7314241,-89.9572679022,5.0,12,1,"Food, Breakfast & Brunch, Sandwiches, Coffee & Tea, Specialty Food, Restaurants","{'Tuesday': '11:0-18:0', 'Wednesday': '11:0-18:0', 'Thursday': '11:0-18:0', 'Friday': '11:0-18:0', 'Saturday': '10:0-14:0'}",,,,,,,,,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,True,False
23512,7dtnDUJuF6cyqkv5Hvuumg,McDonald's,125 S Belt E,Belleville,IL,62220,38.5029623421,-89.9821762982,2.0,16,1,"Fast Food, Coffee & Tea, Burgers, Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",False,True,,False,1,False,True,,,,False,,'casual',,u'free',True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23564,P7DHeqAC3d215bbGS_btvg,Chocolate Chocolate Chocolate,3960 Green Mt Crossing Dr,Shiloh,IL,62269,38.5713461,-89.9263868,3.5,6,0,"Desserts, Specialty Food, Food, Candy Stores, Chocolatiers & Shops","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-18:0', 'Sunday': '12:30-16:0'}",,True,,,2,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
23582,8n86Y8qTud6kcHgB1615OA,Starbucks,6680 Edwardsville Crossing Dr,Edwardsville,IL,62025,38.788804999999996,-89.951762,3.0,40,1,"Coffee & Tea, Food","{'Monday': '5:0-21:0', 'Tuesday': '5:0-21:0', 'Wednesday': '5:0-21:0', 'Thursday': '5:0-21:0', 'Friday': '5:0-21:0', 'Saturday': '5:30-21:0', 'Sunday': '5:30-21:0'}",,True,,,1,True,,,,,,,,True,u'free',True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
23587,Myvt38XigIXTE9tSJz3eBQ,Planet Fitness - Fairview Heights,49-53 Ludwig Dr,Fairview Heights,IL,62208,38.6008985,-89.9903142,2.5,15,0,"Trainers, Gyms, Tanning, Beauty & Spas, Active Life, Fitness & Instruction","{'Monday': '5:0-22:0', 'Tuesday': '5:0-22:0', 'Wednesday': '5:0-22:0', 'Thursday': '5:0-22:0', 'Friday': '5:0-21:0', 'Saturday': '6:0-20:0', 'Sunday': '6:0-20:0'}",False,True,,,1,,,,,,,,,False,,,,,,False,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
23777,kP89lDkQ__nFvRTV3TyYZw,QDOBA Mexican Eats,"3210 Green Mount Crossing Dr, Unit 10",Shiloh,IL,62269,38.57327993,-89.9275488406,2.5,73,1,"Caterers, Event Planning & Services, Restaurants, Fast Food, Mexican","{'Monday': '10:30-20:0', 'Tuesday': '10:30-20:0', 'Wednesday': '10:30-20:0', 'Thursday': '10:30-20:0', 'Friday': '10:30-20:0', 'Saturday': '10:30-20:0', 'Sunday': '10:30-20:0'}",True,True,,False,1,True,True,u'beer_and_wine',True,True,True,u'average',u'casual',False,'no',True,,,,,,,,,,,False,,,,,,,,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
23904,w8XbKzIOF-xFR_upTDT-Eg,Beloman,5909 Cool Sports Rd,Belleville,IL,62223,38.52263,-90.03605,5.0,6,1,"Plumbing, Home Services, Air Duct Cleaning, Pest Control, Home & Garden, Professional Services, Advertising, Metal Fabricators, Kitchen & Bath, Shopping, Heating & Air Conditioning/HVAC, Contractors, Local Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}",,True,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23990,4AFrfZJwneZdIBz2IvvA5A,Long John Silver's,1224 East Edwardsville Rd,Wood River,IL,62095,38.8630206,-90.0784031,4.0,6,1,"Seafood, Fast Food, Restaurants","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}",True,True,,False,1,,True,,,,False,,'casual',,'no',True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24117,swv-OHqs0I3J1Hd3QyX38w,Flamentco's the Place,711 W US Hwy 50,O'fallon,IL,62269,38.5883903828,-89.9247954634,4.0,130,1,"Pizza, Restaurants, Diners, Food, Chicken Wings, American (New), Salad","{'Monday': '16:0-20:0', 'Tuesday': '16:0-20:0', 'Wednesday': '16:0-20:0', 'Thursday': '16:0-20:0', 'Friday': '16:0-20:0', 'Saturday': '16:0-20:0'}",True,True,True,False,2,False,True,'none',True,,False,'average','casual',True,u'free',True,,,False,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,False,False,False,False,False,,False,,,,False,False,True
24226,ygADk_LgzUgUKWP2H0z1LA,The Pie Pantry,"310 E Main St, Ste 1",Belleville,IL,62220,38.5133352,-89.9797359,3.5,17,0,"Desserts, Restaurants, Food, American (Traditional)","{'Monday': '7:0-15:0', 'Tuesday': '7:0-15:0', 'Wednesday': '7:0-15:0', 'Thursday': '7:0-15:0', 'Friday': '7:0-15:0', 'Saturday': '7:0-15:0', 'Sunday': '8:0-14:0'}",True,True,,False,1,True,False,,False,,True,u'average',u'casual',False,'no',True,,,,,,,,,,,,,,,'no',,,,,False,True,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
24265,rzL0dQC5kCQ27_jS-FF5Yg,Aspen Dental,3024 S State Rte 159,Glen Carbon,IL,62034,38.778167,-89.953289,1.0,13,1,"Health & Medical, Endodontists, Dentists, Cosmetic Dentists, General Dentistry, Oral Surgeons","{'Monday': '8:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '8:0-17:0', 'Thursday': '10:0-20:0', 'Friday': '8:0-13:0', 'Saturday': '8:0-15:0'}",,True,,,,,,,,,,,,,,,,,,False,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,
24295,M8aovMTTMQ3iwy7w1npc1w,Valvoline Instant Oil Change,3801 South State Route 159,Glen Carbon,IL,62034,38.7760303,-89.956882,3.5,17,1,"Oil Change Stations, Auto Repair, Automotive","{'Monday': '0:0-0:0', 'Tuesday': '7:0-20:0', 'Wednesday': '7:0-20:0', 'Thursday': '7:0-20:0', 'Friday': '7:0-20:0', 'Saturday': '7:0-18:0', 'Sunday': '8:0-17:0'}",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24328,yi59A0fDSc3WKzGBhh9JOQ,Wendy's,6204 N. Illinois St.,Fairview Hts.,IL,62208,38.5900900459,-89.9844177842,2.0,20,1,"Fast Food, Restaurants, Burgers","{'Monday': '10:0-1:0', 'Tuesday': '10:0-1:0', 'Wednesday': '10:0-1:0', 'Thursday': '10:0-1:0', 'Friday': '10:0-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-1:0'}",True,True,,False,1,False,True,u'none',True,False,False,u'quiet',u'casual',True,u'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,False,False,False,False,False,False,False,False,False
24346,t3aINA_uXci3WOSNbFvycQ,Tri-City Speedway,5100 Nameoki Rd,Granite City,IL,62040,38.7527493,-90.0969944,4.5,6,1,"Active Life, Racing Experience",{'Friday': '9:0-17:0'},True,,True,,,,,,,,,,,False,u'no',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24442,zSIArgI4wjgDJBgYXfNxgA,Penn Station East Coast Subs,231 Harvard Dr,Edwardsville,IL,62025,38.7919159,-89.953209,3.5,17,1,"Sandwiches, American (New), Cheesesteaks, Restaurants","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-20:0'}",True,True,,False,1,True,True,'none',True,False,True,u'quiet','casual',False,'free',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,,,,False,False,False,True
24485,EK2LYMRoduWQBHWEc6cgzQ,Hemingway's Zen Garden,123 E 1st St,O'Fallon,IL,62269,38.5913764,-89.9098951,3.5,46,1,"Restaurants, Beer, Wine & Spirits, Bars, American (Traditional), Nightlife, Food, Wine Bars, Pubs","{'Tuesday': '16:0-1:0', 'Wednesday': '16:0-1:0', 'Thursday': '16:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '9:0-1:0', 'Sunday': '11:0-18:0'}",False,True,,False,2,False,,u'full_bar',True,,True,u'average',,True,'free',True,,,,,"{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': True, u'friday': False, u'saturday': False, u'sunday': False}","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}",,,,,,,,,,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
24564,ZcvNw7TKKAAmN63TK1S5IA,Happy Hop Home Brew & Gourmet,122 E Main St,Belleville,IL,62220,38.5135155286,-89.981879449,5.0,7,0,"Breweries, Food, Shopping, Brewing Supplies","{'Monday': '10:0-18:0', 'Tuesday': '10:0-17:0', 'Wednesday': '10:0-17:0', 'Thursday': '10:0-17:0', 'Friday': '10:0-17:0', 'Saturday': '10:0-16:0'}",,True,,,2,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,False,True,False,False,False,,,,,,,,,,,,,,,
24578,tksxh-xQMR1kQdAN7SQzPw,Hollywood Show Club,5841 Bunkum Rd,East Saint Louis,IL,62204,38.6237009,-90.08568,2.5,12,0,"Nightlife, Adult Entertainment","{'Monday': '12:0-4:0', 'Tuesday': '12:0-4:0', 'Wednesday': '12:0-4:0', 'Thursday': '12:0-4:0', 'Friday': '12:0-6:0', 'Saturday': '12:0-6:0', 'Sunday': '14:0-4:0'}",,True,,,3,False,,u'full_bar',True,,True,u'average',,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
24585,pO1bjUULFCGIo9O2S28yoA,Texas Roadhouse,1412 Central Park Cir,Shiloh,IL,62269,38.577236,-89.93332,3.5,109,1,"American (Traditional), Barbeque, Restaurants, Steakhouses","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-21:0'}",True,True,,False,2,False,False,u'full_bar',True,True,True,'loud',u'casual',True,u'no',True,,,,,,,,False,,,,,,,,,,,,False,False,False,True,False,False,False,,True,False,False,False,False,False,False,False,,False,False,True
24598,TwlB1w7z_pL3bXKiHbT8oA,1818 Chophouse,"1405 N Green Mount Rd, Ste 100",O'Fallon,IL,62269,38.5800935,-89.9296299,4.0,145,0,"Steakhouses, Breakfast & Brunch, Nightlife, Sandwiches, Wine Bars, Restaurants, Cocktail Bars, Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '15:0-21:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-21:0'}",False,True,,True,3,True,True,'full_bar',True,True,True,u'average',u'casual',True,'free',True,,True,True,,"{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}","{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",False,False,,,,,,,,,,,,False,False,False,True,False,True,False,True,True,True,,False,False,True,False,False,False,True,True,False
24628,aYgXdjxiWtPdVGbc4eHX4A,Pirtles Famous Ice Cream,1040 Carlyle Ave,Belleville,IL,62221,38.5180295,-89.9455748,3.5,11,1,"Food, Ice Cream & Frozen Yogurt","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0', 'Sunday': '11:0-20:0'}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,,,,,,,,,
24810,4uQBnKxUV7IDrqeWKvp0fQ,Dawn Corwin Creative Photography,3320 N Illinois St,Swansea,IL,62226,38.551571,-89.98377,1.0,5,1,"Event Planning & Services, Session Photography, Photographers, Event Photography",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24812,_vYky1ExNefOTIOafK2RQA,Dandy Inn,1030 Lincoln Hwy,Fairview Heights,IL,62208,38.592328,-89.966614,3.0,29,0,"American (Traditional), Restaurants",,True,True,,False,2,True,False,'full_bar',True,False,True,u'very_loud','casual',False,'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,True,False,,,,,,,False,False,False,False,False,False,False,False,True
24854,GL18hHKzX-wwUCBetB72Vw,Frederico's,114 N Main St,Waterloo,IL,62298,38.3366523,-90.1503182,4.0,12,1,"Pizza, Italian, Restaurants",,,True,True,,,True,False,u'full_bar',True,True,,,,True,u'free',True,,,True,,,,,,,,,,True,False,,,,,,,,,,,,,,,,,,,,,,,,,True
24903,8Jj5TkASHV6wElbziSADow,Crazy Bowls & Wraps,4190 Green Mount Crossing Dr,Shiloh,IL,62269,38.5712292,-89.9277855,4.0,66,1,"Salad, Fast Food, Wraps, Restaurants","{'Monday': '10:30-21:0', 'Tuesday': '10:30-21:0', 'Wednesday': '10:30-21:0', 'Thursday': '10:30-21:0', 'Friday': '10:30-21:0', 'Saturday': '10:30-21:0', 'Sunday': '11:0-20:0'}",True,True,True,False,1,True,True,u'none',True,True,True,u'average','casual',True,'free',True,False,,False,,,,,False,,,True,,,,u'no',"{'dairy-free': True, 'gluten-free': True, 'vegan': True, 'kosher': False, 'halal': False, 'soy-free': True, 'vegetarian': True}",True,False,,False,,False,,False,False,False,True,True,False,,False,False,False,False,False,False,False,False,True
24920,p_HqobCDuNrel1jLMp_Qzg,Dairy Queen,3905 S State Rte 159,Glen Carbon,IL,62034,38.77458102,-89.9574789405,1.5,9,1,"Ice Cream & Frozen Yogurt, Restaurants, Burgers, Food, Fast Food","{'Monday': '16:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '16:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",True,True,,False,1,True,True,,,False,True,,'casual',,,True,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24968,c1YPgAj2U6nY-Q9TJzTJ_A,Penn Station,1128 Collinsville Crossing Blvd,Collinsville,IL,62234,38.6775041,-90.0145465,2.0,12,1,"Cheesesteaks, Restaurants, Sandwiches","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:30', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-20:0'}",True,True,,False,2,False,True,'none',True,,False,,'casual',False,u'free',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,,,,False,,False,,,
25005,K0xjMTLYdicHvwLKNFlUZw,Smokin K's BBQ & More,548 E Washington,Millstadt,IL,62260,38.4621835,-90.0834796,3.5,34,1,"Event Planning & Services, Bars, Breakfast & Brunch, Barbeque, Caterers, Sandwiches, Nightlife, Restaurants","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}",True,True,,False,2,True,False,'none',True,,True,'average','casual',True,,True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,False,False,False,False,False,False,False,False,False
25066,0c9jXm3tggwKsszKFJhylw,O’bar Cafe,"1063 S State Rte 157, Ste 12",Edwardsville,IL,62025,38.7896532,-89.9804824,4.0,5,1,"Breakfast & Brunch, Coffee & Tea, Juice Bars & Smoothies, Food, Restaurants","{'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0', 'Thursday': '6:0-14:0', 'Friday': '6:0-14:0', 'Saturday': '6:0-14:0', 'Sunday': '6:0-14:0'}",,,,,,True,True,,,,,,,,u'free',True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25073,sqcQQveD7b2P9Pn-AKsgzg,Belleville Fish and Chicken,3 Wade Sq,Belleville,IL,62221,38.5308282978,-89.969895134,4.0,16,1,"Tapas/Small Plates, Food, Chicken Wings, Desserts, Southern, Sandwiches, Seafood, Restaurants","{'Monday': '10:0-23:0', 'Tuesday': '10:0-23:0', 'Wednesday': '10:0-23:0', 'Thursday': '10:0-23:0', 'Friday': '10:0-23:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",True,True,,False,1,False,False,u'none',True,,True,u'quiet',u'casual',True,u'no',True,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25120,8QsnVTx5lFGlqx8cLYkcIA,Hokkaido Seafood Buffet and Grill,4580 N Illinois St,Swansea,IL,62226,38.5699032,-89.9842152,3.0,101,1,"Buffets, Seafood, Chinese, Restaurants","{'Monday': '11:0-21:30', 'Tuesday': '11:0-21:30', 'Wednesday': '11:0-21:30', 'Thursday': '11:0-21:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-21:30'}",True,True,,False,2,False,False,'none',True,False,True,u'average',u'casual',True,u'no',True,,,True,,,,,,,,,,,,,,,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True
25135,6MseUuOhLtVrg6uJ2zB2jQ,Bootsie's,1365 N Rte 3,Waterloo,IL,62298,38.3683375557,-90.1571120694,3.0,36,0,"American (New), Restaurants, Bakeries, Food, Breakfast & Brunch","{'Monday': '6:0-20:0', 'Tuesday': '6:0-20:0', 'Wednesday': '6:0-20:0', 'Thursday': '6:0-20:0', 'Friday': '6:0-21:0', 'Saturday': '6:0-21:0', 'Sunday': '6:0-20:0'}",True,True,,,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
25262,3JGPYIZSTB8rB1EMKyN9xw,Winchester Place Apartments,100 Winchester Pl,Fairview Heights,IL,62208,38.572331,-89.98193,2.0,9,1,"Real Estate, Apartments, Home Services","{'Monday': '10:0-18:0', 'Tuesday': '10:0-18:0', 'Wednesday': '10:0-18:0', 'Thursday': '10:0-18:0', 'Friday': '10:0-18:0', 'Saturday': '10:0-17:0', 'Sunday': '12:0-17:0'}",,True,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25310,XXXHgco9mOQ8AH7KCsa6jw,Brent Bergheger Chrysler Dodge Jeep Ram,220 W Main St,Mascoutah,IL,62258,38.4901534225,-89.8029733865,3.5,5,1,"Oil Change Stations, Car Dealers, Automotive, Auto Repair","{'Monday': '8:0-19:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-19:0', 'Saturday': '8:0-15:0'}",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25612,tMsQnjwF4T8_a_JbfbaCFw,Doc's Smokehouse,"6108 Shoger Dr, Ste D",Edwardsville,IL,62025,38.7918317623,-89.9780601534,4.5,226,1,"Event Planning & Services, Food, Burgers, Salad, Sandwiches, Restaurants, Smokehouse, Caterers, Fast Food, American (Traditional), Barbeque","{'Tuesday': '11:0-19:0', 'Wednesday': '11:0-19:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-17:0'}",True,True,True,False,2,True,False,u'none',False,True,True,u'average',u'casual',False,u'free',True,,,True,,,,,False,,u'no',False,,,False,,,,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
25887,oo54fNfXC7IkxwpeoPE15w,Taqueria Olvera,341 Market Pl,Fairview Heights,IL,62208,38.5961477349,-89.9882179399,4.5,189,1,"Restaurants, Mexican","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",True,True,True,True,1,False,True,'beer_and_wine',True,True,True,'average','casual',True,u'no',True,False,False,False,,,,,False,,,False,,,,,,,,,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True
25911,LPs__poaRrGQ2KBGnwkACw,American Nails,"5720 N Belt W, Ste 30",Belleville,IL,62226,38.540375,-90.035179,1.5,5,1,"Beauty & Spas, Nail Salons","{'Monday': '9:30-19:30', 'Tuesday': '9:30-19:30', 'Wednesday': '9:30-19:30', 'Thursday': '9:30-19:30', 'Friday': '9:30-19:30', 'Saturday': '9:0-19:0', 'Sunday': '11:0-17:0'}",,True,,,2,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26014,bEFsby7kSnRjDkVBQ_qPcQ,Don's Hardware,1454 Boul Ave,Swansea,IL,62226,38.5303591,-89.9866151,4.0,5,1,"Shopping, Home & Garden, Hardware Stores","{'Monday': '8:0-18:0', 'Tuesday': '8:0-18:0', 'Wednesday': '8:0-18:0', 'Thursday': '8:0-18:0', 'Friday': '8:0-18:0', 'Saturday': '9:0-17:0', 'Sunday': '10:0-16:0'}",,True,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
26026,AJVmZbuIhseeW8j8rxdU7Q,Great Clips,"501 Beltline Rd, Ste 20-1, Lakeside Plaza",Collinsville,IL,62234,38.692458,-89.978575,5.0,5,1,"Hair Salons, Beauty & Spas",,True,True,,,1,,,,,,,,,True,,,,,,False,,,,,,,,,,,,,,,,False,False,False,False,False,,,,,,,,,,,,,,,
